District,Mandal,Total_Demand_Tons,Cattle_Demand,Buffaloes_Demand,Sheep_Demand,Goat_Demand,Pig_Demand,Poultry_Demand
GUNTUR,Prathipadu,24531.800000000003,2567.4,18649.8,2728.7999999999997,539.4,46.400000000000006,0.0
GUNTUR,Tadepalli,59045.399999999994,2193.4,55655.6,1121.7,74.7,0.0,0.0
GUNTUR,Tadikonda,28722.3,4226.200000000001,22474.4,1387.5,534.6,99.60000000000001,0.0
GUNTUR,Tenali,45003.8,2805.0,41373.8,381.9,155.1,288.0,0.0
GUNTUR,Thulluru,26036.3,1535.6000000000001,23220.600000000002,988.1999999999999,252.29999999999998,39.6,0.0
GUNTUR,Vatticherukuru,30864.0,2829.2000000000003,26715.0,1180.2,124.8,14.8,0.0
KAKINADA,Gandepalli,48629.299999999996,7770.400000000001,38534.6,1359.6,893.1,71.60000000000001,0.0
KAKINADA,Gollaprolu,48561.1,3812.6000000000004,38885.6,3359.4,2490.2999999999997,13.200000000000001,0.0
KAKINADA,Jaggampeta,62811.5,14834.6,44215.6,2147.1,1363.8,250.4,0.0
KAKINADA,Kajuluru,34274.50000000001,10689.800000000001,23062.0,219.9,146.4,156.4,0.0
KAKINADA,Kakinada Rural,33332.200000000004,4070.0000000000005,27617.2,928.1999999999999,526.8,190.0,0.0
KAKINADA,Kakinada Urban,8981.8,1823.8000000000002,5852.6,60.9,490.5,754.0,0.0
KAKINADA,Karapa,36132.00000000001,6177.6,29304.600000000002,237.0,296.4,116.4,0.0
KAKINADA,Kirlampudi,51546.40000000001,2549.8,46844.200000000004,1056.6,1045.8,50.0,0.0
KAKINADA,Kotananduru,41768.100000000006,7755.000000000001,31483.4,1138.5,850.8,540.4,0.0
KAKINADA,Pedapudi,31924.4,3396.8,28269.8,13.2,88.2,156.4,0.0
KAKINADA,Peddapuram,67163.40000000001,8740.6,53448.200000000004,2989.7999999999997,1882.8,102.0,0.0
KAKINADA,Pithapuram,71885.5,6272.200000000001,63889.8,787.5,778.8,157.20000000000002,0.0
KAKINADA,Prathipadu,36519.899999999994,8822.0,24133.2,1457.1,1820.3999999999999,287.2,0.0
KAKINADA,Rowthulapudi,51417.1,8377.6,38940.200000000004,1751.1,2038.1999999999998,310.0,0.0
KAKINADA,Samalkota,74185.69999999998,11382.800000000001,59893.6,1709.3999999999999,986.6999999999999,213.20000000000002,0.0
KAKINADA,Sankhavaram,44469.7,11380.6,28171.0,1869.0,2714.7,334.40000000000003,0.0
KAKINADA,Thallarevu,50960.1,10883.400000000001,38597.0,573.0,710.6999999999999,196.0,0.0
KAKINADA,Thondangi,178408.30000000002,31178.4,134516.2,7994.099999999999,4452.0,267.6,0.0
KAKINADA,Tuni,67785.8,11624.800000000001,50811.8,1935.6,3147.6,266.0,0.0
KAKINADA,U.KOTHAPALLI,25576.8,3198.8,20446.4,1089.3,767.1,75.2,0.0
KAKINADA,Yeleswaram,39473.2,5953.200000000001,30479.8,1118.1,1246.5,675.6,0.0
KRISHNA,Avanigadda,21348.799999999996,1031.8000000000002,19897.8,48.6,363.0,7.6000000000000005,0.0
KRISHNA,Bantumilli,40987.1,3559.6000000000004,34970.0,2041.5,388.8,27.200000000000003,0.0
KRISHNA,Bapulapadu,61500.4,4609.0,50837.8,5172.9,841.5,39.2,0.0
KRISHNA,Challapalli,33267.100000000006,2563.0,28069.600000000002,1952.6999999999998,561.0,120.80000000000001,0.0
KRISHNA,Gannavaram,49167.9,4151.400000000001,40957.8,3209.4,716.1,133.20000000000002,0.0
KRISHNA,Ghantasala,35949.9,2842.4,30269.2,2362.7999999999997,396.3,79.2,0.0
KRISHNA,Gudivada,34142.6,2204.4,30706.0,639.9,500.7,91.60000000000001,0.0
KRISHNA,Gudlavalleru,54929.00000000001,2985.4,50783.200000000004,760.1999999999999,359.4,40.800000000000004,0.0
KRISHNA,Gudur,39807.200000000004,3209.8,35388.6,866.6999999999999,333.3,8.8,0.0
KRISHNA,Koduru,36167.700000000004,1603.8000000000002,32201.0,1969.8,383.09999999999997,10.0,0.0
KRISHNA,Kruthivennu,29642.9,2743.4,23904.4,2619.0,369.3,6.800000000000001,0.0
KRISHNA,Machilipatnam,93290.20000000001,8514.0,73106.8,9904.8,1590.6,174.0,0.0
KRISHNA,Mopidevi,29717.399999999998,2131.8,24702.600000000002,2159.1,702.3,21.6,0.0
KRISHNA,Movva,41639.200000000004,3432.0000000000005,35271.6,2385.9,444.9,104.80000000000001,0.0
KRISHNA,Nagayalanka,36892.200000000004,2453.0,30284.8,3577.5,534.9,42.0,0.0
KRISHNA,Nandivada,22550.100000000002,1245.2,19718.4,844.5,699.6,42.400000000000006,0.0
KRISHNA,Pamarru,34508.8,2492.6000000000004,30282.2,1441.5,285.3,7.2,0.0
KRISHNA,Pamidimukkala,42598.1,3278.0000000000005,35711.0,3069.2999999999997,496.2,43.6,0.0
KRISHNA,Pedana,46343.7,2923.8,41784.6,836.1,732.0,67.2,0.0
KRISHNA,Pedaparupudi,26656.899999999998,1515.8000000000002,24255.4,534.6,311.09999999999997,40.0,0.0
KRISHNA,Penamaluru,27758.100000000002,2626.8,24507.600000000002,484.2,138.29999999999998,1.2000000000000002,0.0
KRISHNA,Thotlavalluru,28770.7,3328.6000000000004,23433.8,1652.1,289.8,66.4,0.0
KRISHNA,Unguturu,35551.5,2455.2000000000003,31925.4,803.4,342.3,25.200000000000003,0.0
KRISHNA,Vuyyuru,29749.100000000006,2855.6000000000004,25989.600000000002,720.0,135.9,48.0,0.0
KURNOOL,Adoni,81800.09999999999,44981.200000000004,21223.8,8867.699999999999,5351.4,1376.0,0.0
KURNOOL,Alur,32414.100000000002,16645.2,6190.6,6774.9,2719.7999999999997,83.60000000000001,0.0
KURNOOL,Aspari,46356.5,22965.800000000003,9877.4,9288.6,4159.5,65.2,0.0
KURNOOL,C.Belagal,39928.2,20310.4,9412.0,8418.0,1632.6,155.20000000000002,0.0
KURNOOL,Chippagiri,28391.9,14605.800000000001,4971.2,7338.0,1385.7,91.2,0.0
KURNOOL,Devanakonda,60257.4,31303.800000000003,11996.4,12709.5,3914.1,333.6,0.0
KURNOOL,Gonegandla,49334.200000000004,25366.000000000004,9367.800000000001,12782.1,1638.3,180.0,0.0
KURNOOL,Gudur,22183.000000000004,9849.400000000001,5332.6,5527.8,1376.3999999999999,96.80000000000001,0.0
KURNOOL,Halaharvi,38939.9,21483.0,9094.800000000001,5155.5,3162.6,44.0,0.0
KURNOOL,Holagunda,42970.1,21434.600000000002,13247.0,5097.599999999999,3113.7,77.2,0.0
KURNOOL,Kallur,51502.6,14770.800000000001,20857.2,12351.6,3460.2,62.800000000000004,0.0
KURNOOL,Kodumur,47663.299999999996,18462.4,14274.0,12979.199999999999,1832.1,115.60000000000001,0.0
KURNOOL,Kosigi,41963.90000000001,21984.600000000002,6882.2,9804.3,3202.7999999999997,90.0,0.0
KURNOOL,Kowthalam,61752.30000000001,35294.600000000006,18675.8,4300.8,3325.5,155.60000000000002,0.0
KURNOOL,Krishnagiri,57388.80000000001,25766.4,12568.4,15732.3,2988.9,332.8,0.0
KURNOOL,KURNOOL RURAL,73377.9,22629.2,32247.800000000003,14201.699999999999,3660.0,639.2,0.0
KURNOOL,MADDIKERA,25818.100000000002,10150.800000000001,10192.0,4291.5,1122.6,61.2,0.0
KURNOOL,Mantralayam,35796.2,21705.2,6013.8,6064.2,1805.3999999999999,207.60000000000002,0.0
KURNOOL,Nandavaram,37349.399999999994,18249.0,9297.6,7881.0,1842.6,79.2,0.0
KURNOOL,Orvakal,59036.80000000001,23122.000000000004,17495.4,13902.3,4485.9,31.200000000000003,0.0
KURNOOL,Pathikonda,36709.0,15584.800000000001,11281.4,7510.5,2037.8999999999999,294.40000000000003,0.0
KURNOOL,Pedda Kadubur,40268.9,22840.4,7046.0,7729.5,2646.6,6.4,0.0
KURNOOL,Tuggali,53808.00000000001,26780.600000000002,14055.6,9939.0,2968.7999999999997,64.0,0.0
KURNOOL,Veldurthi,66306.79999999999,24525.600000000002,18249.4,16760.399999999998,6603.0,168.4,0.0
KURNOOL,Yemmiganur,69912.2,32051.800000000003,15319.2,18225.3,4165.5,150.4,0.0
NANDYAL,Allagadda,60007.899999999994,12023.000000000002,35622.6,8770.8,3407.1,184.4,0.0
NANDYAL,Atmakur,38473.00000000001,13211.000000000002,21663.2,2059.5,1402.5,136.8,0.0
NANDYAL,Banaganapalli,97237.4,13382.6,62766.6,12733.8,8328.0,26.400000000000002,0.0
NANDYAL,Bandi Atmakur,39173.9,6501.000000000001,28480.4,3418.7999999999997,773.6999999999999,0.0,0.0
NANDYAL,Bethamcherla,64793.4,21538.0,29650.4,7402.2,6102.0,100.80000000000001,0.0
NANDYAL,Chagalamarri,50305.4,13162.6,28337.4,5240.4,3508.2,56.800000000000004,0.0
NANDYAL,Dhone,75738.3,34304.600000000006,23142.600000000002,13450.5,4613.4,227.20000000000002,0.0
NANDYAL,Dornipadu,30074.800000000003,5627.6,20467.2,3617.1,342.9,20.0,0.0
NANDYAL,Gadivemula,48484.200000000004,16539.600000000002,24546.600000000002,5331.0,2067.0,0.0,0.0
NANDYAL,Gospadu,32002.9,4697.0,22950.2,3510.2999999999997,845.4,0.0,0.0
NANDYAL,Jupadu Bungalow,24500.500000000004,6622.000000000001,12955.800000000001,4016.1,827.4,79.2,0.0
NANDYAL,KOILAKUNTLA,25468.100000000002,2222.0,20563.4,1526.7,1140.0,16.0,0.0
NANDYAL,Kolimigundla,48237.2,4723.400000000001,24497.2,14716.199999999999,4261.2,39.2,0.0
NANDYAL,Kothapalle,46106.3,13101.000000000002,18460.0,11275.5,3261.0,8.8,0.0
NANDYAL,Mahanandi,22616.300000000007,2679.6000000000004,16967.600000000002,2020.1999999999998,906.9,42.0,0.0
NANDYAL,Midthur,39474.4,8318.2,17846.4,11687.4,1620.0,2.4000000000000004,0.0
NANDYAL,Nandikotkur,36361.4,9550.2,15589.6,8748.0,2106.0,367.6,0.0
NANDYAL,Nandyal,52440.2,5484.6,42754.4,2929.5,850.5,421.20000000000005,0.0
NANDYAL,Owk,63793.80000000001,9429.2,33779.200000000004,14155.8,6429.599999999999,0.0,0.0
NANDYAL,Pagidyala,29101.5,7631.8,13915.2,6521.099999999999,999.0,34.4,0.0
NANDYAL,Pamulapadu,35737.7,8289.6,22799.4,3485.7,1092.6,70.4,0.0
NANDYAL,Panyam,49813.0,15430.800000000001,27266.2,3675.6,3374.4,66.0,0.0
NANDYAL,Peapally,143108.4,61452.600000000006,41067.0,29853.899999999998,10620.9,114.0,0.0
NANDYAL,Rudravaram,75652.8,9479.800000000001,54163.200000000004,8325.0,3670.7999999999997,14.0,0.0
NANDYAL,Sanjamala,44100.3,4298.8,28628.600000000002,8887.5,2285.4,0.0,0.0
NANDYAL,Sirivel,35054.1,4296.6,25916.8,4117.2,642.3,81.2,0.0
NANDYAL,Srisailam,4427.200000000001,1938.2,2228.2000000000003,9.0,220.2,31.6,0.0
NANDYAL,Uyyalawada,29275.800000000003,6083.000000000001,20511.4,1704.0,977.4,0.0,0.0
NANDYAL,Velgode,39860.0,14088.800000000001,20605.0,4579.2,574.1999999999999,12.8,0.0
NTR,A.Konduru,44908.9,6734.200000000001,32432.4,3820.2,1860.8999999999999,61.2,0.0
NTR,Chandarlapadu,52702.600000000006,3451.8,42476.200000000004,5393.099999999999,1367.1,14.4,0.0
NTR,G.Konduru,42899.9,1949.2,36576.8,2955.0,1388.1,30.8,0.0
NTR,Gampalagudem,60445.30000000001,9088.2,45401.200000000004,4834.8,992.6999999999999,128.4,0.0
NTR,Ibrahimpatnam,29299.100000000002,836.0000000000001,25565.8,1847.6999999999998,926.4,123.2,0.0
NTR,Jaggayyapeta,64555.700000000004,6853.000000000001,45500.0,10036.8,1770.3,395.6,0.0
NTR,Kanchikacherla,34092.299999999996,2193.4,26150.8,4885.2,827.6999999999999,35.2,0.0
NTR,KANKIPADU,31510.1,2816.0,26785.2,1513.5,259.8,135.6,0.0
NTR,Mylavaram,43338.9,3194.4,34931.0,3909.0,1258.5,46.0,0.0
NTR,Nandigama,49356.4,2899.6000000000004,42151.200000000004,2547.9,1666.5,91.2,0.0
NTR,Penuganchiprolu,44464.19999999999,2976.6000000000004,37286.6,3136.2,753.6,311.20000000000005,0.0
NTR,Reddigudem,42269.9,2285.8,35422.4,3573.6,922.5,65.60000000000001,0.0
NTR,Tiruvuru,58679.3,6043.400000000001,47424.0,4181.4,905.6999999999999,124.80000000000001,0.0
NTR,Vatsavai,57521.9,8360.0,41641.6,5961.9,1434.0,124.4,0.0
NTR,Veerullapadu,32126.5,2490.4,25703.600000000002,2642.1,1167.6,122.80000000000001,0.0
NTR,Vijayawada Rural,44746.4,3060.2000000000003,37434.8,2788.2,1414.8,48.400000000000006,0.0
NTR,Vijayawada Urban,13458.6,1359.6000000000001,11767.6,148.2,142.79999999999998,40.400000000000006,0.0
NTR,Vissannapeta,57713.5,3843.4,48552.4,3737.1,1487.3999999999999,93.2,0.0
PALNADU,Amaravathi,34542.50000000001,3515.6000000000004,26860.600000000002,3118.7999999999997,1033.5,14.0,0.0
PALNADU,Atchampeta,77867.40000000001,9831.800000000001,53916.200000000004,10479.6,3568.2,71.60000000000001,0.0
PALNADU,Bellamkonda,72085.40000000001,19907.800000000003,43934.8,4490.099999999999,3747.8999999999996,4.800000000000001,0.0
PALNADU,Bollapalli,96351.79999999999,15870.800000000001,64672.4,7443.9,8348.699999999999,16.0,0.0
PALNADU,Chilakaluripeta,48676.6,2171.4,40846.0,5134.2,481.79999999999995,43.2,0.0
PALNADU,Dachepalli,49011.80000000001,9596.400000000001,32960.200000000004,3411.2999999999997,2983.5,60.400000000000006,0.0
PALNADU,Durgi,33274.40000000001,6263.400000000001,21616.4,2614.7999999999997,2607.0,172.8,0.0
PALNADU,Edlapadu,29340.900000000005,2371.6000000000004,24172.2,1866.3,668.4,262.40000000000003,0.0
PALNADU,Gurazala,48304.1,5942.200000000001,36257.0,4473.0,1587.8999999999999,44.0,0.0
PALNADU,Ipuru,69549.4,5306.400000000001,55179.8,7410.599999999999,1618.2,34.4,0.0
PALNADU,Karempudi,36417.600000000006,3685.0000000000005,29798.600000000002,1948.8,975.5999999999999,9.600000000000001,0.0
PALNADU,Krosuru,58221.1,5330.6,47751.6,4158.0,872.1,108.80000000000001,0.0
PALNADU,Machavaram,48988.0,11103.400000000001,32097.0,4019.1,1738.5,30.0,0.0
PALNADU,Macherla,92885.50000000001,21667.800000000003,46654.4,16724.1,7628.4,210.8,0.0
PALNADU,Muppalla,60302.299999999996,2400.2000000000003,55733.6,1937.6999999999998,180.0,50.800000000000004,0.0
PALNADU,Nadendla,31544.000000000004,2466.2000000000003,26387.4,2196.2999999999997,479.7,14.4,0.0
PALNADU,Narasaraopet,85300.3,3407.8,76507.6,4611.0,722.6999999999999,51.2,0.0
PALNADU,Nekarikallu,84624.30000000002,2987.6000000000004,77365.6,2812.7999999999997,1436.7,21.6,0.0
PALNADU,Nuzendla,106714.90000000001,2151.6000000000004,93605.2,9663.0,1295.1,0.0,0.0
PALNADU,Pedakurapadu,34736.00000000001,4171.200000000001,29364.4,801.6,384.0,14.8,0.0
PALNADU,Piduguralla,51612.5,3735.6000000000004,42824.6,3706.7999999999997,1301.1,44.400000000000006,0.0
PALNADU,Rajupalem,45368.4,5497.8,36987.6,1991.1,891.9,0.0,0.0
PALNADU,Rentachintala,49336.6,3403.4,39761.8,3732.0,2428.2,11.200000000000001,0.0
PALNADU,Rompicherla,90986.7,2197.8,83920.2,4020.2999999999997,848.4,0.0,0.0
PALNADU,Sattenapalli,68654.70000000001,6355.8,58388.200000000004,3360.6,543.3,6.800000000000001,0.0
PALNADU,Savalyapuram,59895.7,1663.2,55369.6,2541.9,321.0,0.0,0.0
PALNADU,Veldurthi,57035.5,11369.6,28358.2,12029.1,5175.0,103.60000000000001,0.0
PALNADU,Vinukonda,80267.90000000001,3592.6000000000004,68289.0,7187.099999999999,1195.2,4.0,0.0
PARVATHIPURAM MANYAM,Balijipeta,57352.200000000004,44239.8,5267.6,5922.9,1427.1,494.8,0.0
PARVATHIPURAM MANYAM,Bhamini,36905.200000000004,21278.4,12121.2,2178.0,1260.0,67.60000000000001,0.0
PARVATHIPURAM MANYAM,Garugubilli,38041.40000000001,25828.000000000004,7555.6,3471.0,960.0,226.8,0.0
PARVATHIPURAM MANYAM,Gummalakshmipuram,47088.899999999994,30252.2,13023.4,1032.6,2780.7,0.0,0.0
PARVATHIPURAM MANYAM,Jiyyamma valasa,46718.700000000004,33233.200000000004,10966.800000000001,1373.7,921.0,224.0,0.0
PARVATHIPURAM MANYAM,Komarada,45955.200000000004,30267.600000000002,12126.4,2016.6,1495.8,48.800000000000004,0.0
PARVATHIPURAM MANYAM,Kurupam,46808.1,30181.800000000003,12407.2,1078.8,3062.7,77.60000000000001,0.0
PARVATHIPURAM MANYAM,Makkuva,36653.0,25176.800000000003,5709.6,3807.6,1818.6,140.4,0.0
PARVATHIPURAM MANYAM,Pachipenta,46656.90000000001,35855.600000000006,5730.400000000001,1716.3,3354.6,0.0,0.0
PARVATHIPURAM MANYAM,Palakonda,69295.50000000001,55363.00000000001,5553.6,6222.3,1935.0,221.60000000000002,0.0
PARVATHIPURAM MANYAM,Parvathipuram,49725.3,27352.600000000002,17648.8,3592.7999999999997,993.9,137.20000000000002,0.0
PARVATHIPURAM MANYAM,Salur,60081.7,40425.0,9113.0,4107.0,5933.099999999999,503.6,0.0
PARVATHIPURAM MANYAM,Seethampeta,57447.3,46996.4,3338.4,1707.8999999999999,5403.0,1.6,0.0
PARVATHIPURAM MANYAM,Seethanagaram,38567.5,25504.600000000002,7199.400000000001,4683.3,1018.1999999999999,162.0,0.0
PARVATHIPURAM MANYAM,Veeraghattam,42379.700000000004,32546.800000000003,4271.8,4465.8,893.6999999999999,201.60000000000002,0.0
PRAKASAM,Ardhaveedu,66708.7,6105.000000000001,51032.8,6661.5,2909.4,0.0,0.0
PRAKASAM,Bestavaripeta,67703.29999999999,4103.0,53419.6,7091.7,3078.6,10.4,0.0
PRAKASAM,Chandrasekhara puram,106918.5,7062.000000000001,65028.600000000006,26394.0,8433.9,0.0,0.0
PRAKASAM,CHIMAKURTHY,80764.9,1366.2,68398.2,9280.5,1548.0,172.0,0.0
PRAKASAM,Cumbum,34234.4,2618.0,24744.2,5328.0,1519.8,24.400000000000002,0.0
PRAKASAM,Darsi,140481.40000000002,2688.4,127465.0,8380.199999999999,1894.1999999999998,53.6,0.0
PRAKASAM,Donakonda,51347.700000000004,6817.8,34138.0,8264.4,2081.1,46.400000000000006,0.0
PRAKASAM,Dornala,42151.200000000004,9754.800000000001,20397.0,8213.1,3745.5,40.800000000000004,0.0
PRAKASAM,Giddaluru,69390.5,5029.200000000001,48050.6,10810.199999999999,5316.9,183.60000000000002,0.0
PRAKASAM,Hanumanthuni Padu,61790.6,2085.6000000000004,44993.0,10629.6,4082.3999999999996,0.0,0.0
PRAKASAM,Kanigiri,109439.59999999999,2103.2000000000003,86312.2,14754.9,6248.099999999999,21.200000000000003,0.0
PRAKASAM,Komarolu,55854.5,2952.4,42718.0,7939.5,2244.6,0.0,0.0
PRAKASAM,Konakanamitla,75829.7,5247.0,57356.0,9062.1,4127.4,37.2,0.0
PRAKASAM,Kondapi,61610.5,968.0000000000001,50226.8,7925.099999999999,2428.2,62.400000000000006,0.0
PRAKASAM,KothaPatnam,31224.5,990.0000000000001,26889.2,3012.2999999999997,253.79999999999998,79.2,0.0
PRAKASAM,Kurichedu,56068.90000000001,5117.200000000001,43235.4,6580.5,1135.8,0.0,0.0
PRAKASAM,Maddipadu,31529.899999999998,926.2,25532.0,4560.599999999999,445.5,65.60000000000001,0.0
PRAKASAM,Markapuram,78273.1,4523.200000000001,60923.200000000004,10392.9,2359.7999999999997,74.0,0.0
PRAKASAM,Marripudi,59580.6,2930.4,44605.6,8496.9,3353.7,194.0,0.0
PRAKASAM,Mundlamuru,118900.5,1718.2,107203.2,8721.0,1227.3,30.8,0.0
PRAKASAM,Naguluppala Padu,43081.2,1887.6000000000001,36431.200000000004,4272.0,361.2,129.20000000000002,0.0
PRAKASAM,Ongole,52449.1,974.6,45149.0,5527.5,625.1999999999999,172.8,0.0
PRAKASAM,Pamur,85580.2,1610.4,61573.200000000004,16192.5,6114.9,89.2,0.0
PRAKASAM,PedacherloPalle,77644.5,358.6,62636.6,10357.199999999999,4292.099999999999,0.0,0.0
PRAKASAM,Peddaraveedu,68063.7,9418.2,40370.200000000004,13859.699999999999,4381.2,34.4,0.0
PRAKASAM,Podili,76552.1,2195.6000000000004,62524.8,8383.199999999999,3401.7,46.800000000000004,0.0
PRAKASAM,Ponnaluru,35678.0,2057.0,26449.8,5900.7,1246.5,24.0,0.0
PRAKASAM,Pullalacheruvu,67860.7,12905.2,41147.6,8375.699999999999,5419.8,12.4,0.0
PRAKASAM,Racherla,48952.9,4686.0,34512.4,7178.099999999999,2546.4,30.0,0.0
PRAKASAM,Santhanuthala Padu,41479.100000000006,855.8000000000001,34421.4,5212.8,883.5,105.60000000000001,0.0
PRAKASAM,Singarayakonda,36581.4,1568.6000000000001,30768.4,2415.9,1422.8999999999999,405.6,0.0
PRAKASAM,Tangutur,25691.9,411.40000000000003,21902.4,2634.6,579.9,163.60000000000002,0.0
PRAKASAM,Tarlupadu,50916.9,3418.8,31800.600000000002,12792.0,2900.7,4.800000000000001,0.0
PRAKASAM,Thalluru,77351.1,891.0000000000001,66227.2,8608.8,1611.3,12.8,0.0
PRAKASAM,Tripuranthakam,73824.8,5563.8,53843.4,12051.3,2233.5,132.8,0.0
PRAKASAM,Veligandla,70521.70000000001,2200.0,51604.8,11517.9,5199.0,0.0,0.0
PRAKASAM,Yerragondapalem,63664.9,10309.2,38872.6,10203.9,4173.599999999999,105.60000000000001,0.0
PRAKASAM,ZARUGUMALLI,32199.000000000004,970.2,26660.4,3468.0,1100.3999999999999,0.0,0.0
NELLORE,Allur,29270.699999999997,3894.0000000000005,23452.0,1500.6,392.09999999999997,32.0,0.0
NELLORE,Ananthasagaram,57888.8,5447.200000000001,42226.6,5687.7,4527.3,0.0,0.0
NELLORE,Anumasamudrampeta,40503.600000000006,3471.6000000000004,31293.600000000002,4165.5,1572.8999999999999,0.0,0.0
NELLORE,Atmakur,58228.600000000006,2776.4,48185.8,4735.8,2256.6,274.0,0.0
NELLORE,Bogole,32497.300000000003,2323.2000000000003,25480.0,3877.2,816.9,0.0,0.0
NELLORE,Buchireddipalem,30059.100000000002,3737.8,24871.600000000002,994.8,400.5,54.400000000000006,0.0
NELLORE,Chejerla,54347.0,3165.8,39473.200000000004,9381.3,2294.7,32.0,0.0
NELLORE,Dagadarthi,52702.200000000004,1731.4,45484.4,4419.0,1067.3999999999999,0.0,0.0
NELLORE,Duttalur,41309.5,1320.0,31319.600000000002,6347.4,2309.7,12.8,0.0
NELLORE,Gudluru,55589.8,1482.8000000000002,46293.0,6248.099999999999,1527.8999999999999,38.0,0.0
NELLORE,Indukurpet,23497.2,2807.2000000000003,18145.4,1891.5,653.1,0.0,0.0
NELLORE,Jaladanki,55638.899999999994,2222.0,42715.4,8980.199999999999,1664.1,57.2,0.0
NELLORE,Kaligiri,76849.9,3438.6000000000004,59012.200000000004,11655.9,2743.2,0.0,0.0
NELLORE,Kaluvoya,48622.8,3984.2000000000003,29985.8,11103.3,3491.1,58.400000000000006,0.0
NELLORE,Kandukur,54184.70000000001,734.8000000000001,46677.8,5277.9,1283.3999999999999,210.8,0.0
NELLORE,Kavali,95988.2,4945.6,82841.2,6570.599999999999,1550.3999999999999,80.4,0.0
NELLORE,Kodavalur,25509.2,1625.8000000000002,21704.8,1714.2,464.4,0.0,0.0
NELLORE,Kondapuram,57883.200000000004,1819.4,45151.6,8576.4,2335.7999999999997,0.0,0.0
NELLORE,Kovur,16239.000000000002,2433.2000000000003,12370.800000000001,819.0,510.0,106.0,0.0
NELLORE,Lingasamudram,49869.5,701.8000000000001,38989.6,8171.4,2006.6999999999998,0.0,0.0
NELLORE,Manubolu,42045.200000000004,5363.6,33118.8,2508.9,1026.3,27.6,0.0
NELLORE,Marripadu,69023.2,5720.000000000001,48986.6,9628.5,4688.099999999999,0.0,0.0
NELLORE,Muthukur,35737.1,7532.8,25716.600000000002,1794.6,671.1,22.0,0.0
NELLORE,Nellore Rural,70422.4,6879.400000000001,54795.0,6675.3,1880.6999999999998,192.0,0.0
NELLORE,Podalakur,93020.79999999999,7506.400000000001,64677.600000000006,15253.199999999999,5209.2,374.40000000000003,0.0
NELLORE,Rapur,63617.600000000006,11776.6,25846.600000000002,18636.6,7341.0,16.8,0.0
NELLORE,Sangam,37971.0,1489.4,33742.8,2099.1,622.5,17.2,0.0
NELLORE,Seetharamapuram,51438.9,2967.8,29965.0,16447.2,2058.9,0.0,0.0
NELLORE,Sydapuram,60205.6,9024.400000000001,31878.600000000002,12574.199999999999,6604.8,123.60000000000001,0.0
NELLORE,Thotapalligudur,37710.5,4646.400000000001,30212.0,1764.0,1088.1,0.0,0.0
NELLORE,Udayagiri,62393.799999999996,3388.0000000000005,40232.4,12443.699999999999,6329.7,0.0,0.0
NELLORE,Ulavapadu,31121.2,1894.2,25667.2,2445.6,1114.2,0.0,0.0
NELLORE,Varikuntapadu,95344.3,1834.8000000000002,71063.2,17238.0,5208.3,0.0,0.0
NELLORE,Venkatachalam,63008.600000000006,9380.800000000001,45154.200000000004,6620.099999999999,1800.3,53.2,0.0
NELLORE,Vidavalur,28718.500000000004,2699.4,22859.2,2659.2,500.7,0.0,0.0
NELLORE,Vinjamur,52530.600000000006,1936.0000000000002,42346.200000000004,5115.0,3099.0,34.4,0.0
NELLORE,Voletivaripalem,54289.9,1157.2,43924.4,7248.0,1944.3,16.0,0.0
SRI SATYASAI,Agali,42007.200000000004,17032.4,12802.4,10591.5,1564.5,16.400000000000002,0.0
SRI SATYASAI,Amadaguru,29534.0,14130.6,4375.8,9543.6,1401.6,82.4,0.0
SRI SATYASAI,Amarapuram,51283.90000000001,16123.800000000001,15082.6,16973.7,2929.7999999999997,174.0,0.0
SRI SATYASAI,Bathalapalli,50002.799999999996,15430.800000000001,7753.2,24722.1,2096.7,0.0,0.0
SRI SATYASAI,Bukkapatnam,52940.30000000001,16154.600000000002,9235.2,24510.3,2971.7999999999997,68.4,0.0
SRI SATYASAI,Chennekothapalle,60024.6,22169.4,13543.4,21716.7,2495.1,100.0,0.0
SRI SATYASAI,Chilamathur,46292.0,29900.2,4396.6,9802.199999999999,2043.0,150.0,0.0
SRI SATYASAI,Dharmavaram,85521.20000000001,30626.2,24567.4,26795.7,3317.1,214.8,0.0
SRI SATYASAI,Gandlapenta,38314.700000000004,17894.800000000003,5878.6,10533.0,3979.5,28.8,0.0
SRI SATYASAI,Gorantla,73550.79999999999,40222.600000000006,15678.0,12911.4,4718.4,20.400000000000002,0.0
SRI SATYASAI,Gudibanda,55018.8,19654.800000000003,13655.2,17866.8,3804.0,38.0,0.0
SRI SATYASAI,Hindupur,41086.70000000001,21225.600000000002,11999.0,5658.3,1953.0,250.8,0.0
SRI SATYASAI,Kadiri,52239.700000000004,19166.4,12945.4,17126.7,2936.4,64.8,0.0
SRI SATYASAI,Kanaganapalle,85834.79999999999,22222.2,11583.0,46891.5,5117.7,20.400000000000002,0.0
SRI SATYASAI,Kothacheruvu,55261.49999999999,21012.2,7935.2,21786.3,4180.2,347.6,0.0
SRI SATYASAI,Lepakshi,28701.300000000003,17058.800000000003,5343.0,4939.8,1353.3,6.4,0.0
SRI SATYASAI,Madakasira,62460.60000000001,30096.000000000004,16278.6,10818.3,5076.9,190.8,0.0
SRI SATYASAI,Mudigubba,89480.29999999999,23744.600000000002,14281.800000000001,43332.0,8121.9,0.0,0.0
